Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDC11,OUT035,1471.43611622175
FDX35,OUT018,3568.6922157224867
NCB06,OUT046,2555.27702077617
FDR09,OUT019,570.4856558447168
FDC53,OUT017,1535.7679338032633
FDY45,OUT013,4012.66427597057
FDA22,OUT010,387.49896827925147
FDE02,OUT035,1533.5454624922359
FDW21,OUT045,1559.2463017675282
FDV34,OUT046,1122.3929742276625
FDS59,OUT049,1582.5754839265126
NCW17,OUT017,2031.0176681162868
NCK54,OUT046,1937.51974698234
FDG17,OUT019,568.0354408985255
FDG35,OUT017,2849.9019953093402
FDD08,OUT010,129.9191954441515
NCO07,OUT017,3674.0702709548223
FDJ10,OUT010,280.38784692010637
FDW36,OUT017,1566.2394413807588
FDW21,OUT010,238.27616040964287
FDY19,OUT017,1942.2793597749476
DRE03,OUT013,769.6044141293908
NCC55,OUT049,666.7147114968819
FDH52,OUT010,131.61456827468044
FDO09,OUT017,4062.9585511507858
FDU43,OUT045,3888.7661329204166
FDX09,OUT010,420.45740122971665
FDH40,OUT019,202.41647022625403
FDW58,OUT017,1566.2394413807588
FDC47,OUT017,3799.059201664377
NCR41,OUT035,1531.8079156262372
DRG49,OUT035,3897.1020279118834
FDC52,OUT027,4086.1077049756354
FDY13,OUT046,1135.1539193952826
FDY35,OUT013,681.0496841218259
FDI35,OUT017,3042.656265673558
NCU18,OUT049,2046.649654182436
FDY33,OUT018,2551.335764810043
FDC15,OUT027,4216.449953750473
FDU01,OUT049,3054.7984994049875
NCU42,OUT046,2748.2161041386757
NCV29,OUT018,2866.7143237638493
NCY30,OUT017,3054.7984994049875
FDQ46,OUT049,1693.9115738536711
FDG58,OUT027,4113.577377076999
FDK33,OUT017,3677.272508388283
NCD07,OUT045,1924.6240217963277
NCX29,OUT027,4022.3005282959953
NCT42,OUT013,2465.099261148113
DRN59,OUT035,764.4092447250127
FDI44,OUT035,1334.945412043667
FDA45,OUT049,2866.929981703919
FDP31,OUT045,1097.8833942535837
FDY01,OUT046,1924.6240217963277
FDT09,OUT018,2044.2142808316798
DRH03,OUT027,2818.244688870067
FDA36,OUT018,3052.7200424518883
NCF31,OUT017,2489.9534886082697
FDG14,OUT049,2473.213361054327
FDG28,OUT027,5884.094373375295
FDU14,OUT049,3983.5976200788577
FDY47,OUT019,286.0757518458138
FDI56,OUT049,1497.3846060117678
DRD01,OUT013,923.8203209888445
FDM22,OUT046,919.357888846379
FDH33,OUT013,666.0904997745176
DRZ24,OUT013,1952.1217374824128
NCQ38,OUT046,1566.2394413807588
FDO16,OUT027,2274.382377162166
FDU07,OUT027,4043.111757778856
NCB07,OUT013,3054.7984994049875
FDU48,OUT045,2044.2142808316798
NCM43,OUT045,2565.3180785598056
FDR31,OUT010,361.2673897454528
DRK49,OUT018,667.5154392102033
NCI30,OUT010,572.2846326594446
DRD60,OUT017,3013.640391842003
NCG19,OUT046,3838.3325006855493
FDH12,OUT035,1566.2394413807588
FDM32,OUT035,1520.6387428834264
FDM27,OUT035,2500.6821488597548
NCU53,OUT027,4299.826757841101
NCQ18,OUT046,1538.1314264231444
FDS10,OUT013,2947.408644186312
FDB33,OUT027,4216.449953750473
FDI12,OUT013,1461.3867533007315
NCW42,OUT013,3745.1844904445356
NCC06,OUT018,2031.0176681162868
FDW02,OUT017,2028.4141876600759
NCD43,OUT017,1566.2394413807588
FDM57,OUT018,1494.9558573884
FDA58,OUT017,3865.7700641206175
FDK56,OUT046,3054.7984994049875
FDP52,OUT045,3830.195768969074
FDW20,OUT018,2026.1105959250815
FDS52,OUT049,1544.9129484204366
NCT29,OUT018,2011.782049251693
NCL54,OUT013,2866.565480642318
FDC05,OUT045,3070.099325763297
FDF34,OUT035,3054.7984994049875
FDP03,OUT027,3012.0361458262987
FDD32,OUT010,196.0593459010639
FDZ10,OUT045,2031.0176681162868
FDZ40,OUT035,918.2945196893149
FDD51,OUT018,673.1893495615452
NCY30,OUT019,429.6075688847935
FDP58,OUT017,3698.146789942982
FDV49,OUT017,4079.487579733717
FDY24,OUT019,129.9191954441515
NCO55,OUT017,1568.5402449372964
FDR13,OUT017,1937.51974698234
FDS51,OUT017,1033.0473423971398
FDP26,OUT045,1566.2394413807588
NCB54,OUT027,3024.4011640583394
FDF32,OUT017,3054.7984994049875
FDN31,OUT018,3052.7200424518883
DRM48,OUT017,657.0984979686089
FDN20,OUT049,2746.353305125647
DRL01,OUT046,3807.080922854503
FDV56,OUT049,1568.5402449372964
DRH13,OUT027,2876.2638684676785
FDA03,OUT017,2463.2364621350844
FDF47,OUT027,5884.094373375295
FDX32,OUT046,2463.2364621350844
FDX57,OUT049,1535.7679338032633
NCA30,OUT045,3054.7984994049875
FDO49,OUT013,769.6044141293908
FDL04,OUT019,246.16074807116277
DRM48,OUT035,657.0984979686089
FDR16,OUT013,3659.531832270565
NCC19,OUT018,3052.7200424518883
NCE42,OUT045,3863.727934708075
FDY24,OUT017,918.2945196893149
FDH19,OUT049,2849.9019953093402
FDJ46,OUT013,2849.9019953093402
FDN45,OUT010,570.4856558447168
FDY08,OUT035,2044.2142808316798
FDZ37,OUT035,1466.4602255482628
NCT30,OUT045,769.6044141293908
DRY23,OUT018,667.5154392102033
NCZ30,OUT018,2020.6241551080352
FDC44,OUT018,1912.6320937821265
FDB45,OUT035,1566.2394413807588
FDY04,OUT013,2556.8296833913137
FDM27,OUT046,2553.4142217631415
FDZ43,OUT017,3896.8236817644147
FDT39,OUT019,363.0250363218868
NCC06,OUT019,282.9675463429857
FDL15,OUT027,4113.577377076999
FDL57,OUT017,4052.193270213595
FDU08,OUT046,1538.1314264231444
FDK40,OUT017,4079.487579733717
FDQ12,OUT010,566.8938935877904
FDS48,OUT017,2473.213361054327
FDP09,OUT045,3674.0363792499334
FDW21,OUT049,1538.1314264231444
FDY25,OUT035,3013.640391842003
DRE13,OUT017,1454.3702092891972
FDV43,OUT019,129.9191954441515
FDD22,OUT045,1693.9115738536711
FDM46,OUT019,236.83405218308312
NCO30,OUT010,477.34789260179446
FDM25,OUT046,2849.9019953093402
NCN41,OUT049,2020.6241551080352
FDU24,OUT045,1523.96525527089
FDZ50,OUT046,3054.7984994049875
FDP45,OUT013,3983.558983218178
NCM54,OUT045,2028.4141876600759
FDW10,OUT019,422.74831462366836
FDP20,OUT017,2031.0176681162868
FDK32,OUT046,2473.213361054327
FDN52,OUT049,1483.9142121434643
FDM58,OUT045,1677.4400323235238
FDZ46,OUT027,2917.827682137433
NCA18,OUT018,1937.51974698234
FDD35,OUT046,2020.6241551080352
NCK31,OUT035,769.6044141293908
FDI40,OUT027,2853.865588714969
FDT50,OUT019,240.85239746627246
NCT06,OUT046,2565.3180785598056
FDT31,OUT035,3054.7984994049875
FDT45,OUT049,883.8266014279396
FDT13,OUT045,3054.7984994049875
FDO50,OUT045,1496.0123033918096
NCU18,OUT010,279.4921455601314
NCR54,OUT049,3054.7984994049875
NCO18,OUT018,2866.7143237638493
FDU09,OUT045,920.5874758542562
FDT13,OUT018,3052.7200424518883
FDE09,OUT046,1693.9115738536711
NCK53,OUT019,244.85976669532508
FDG45,OUT049,3661.8737206072233
DRH15,OUT035,704.3589666211575
FDO21,OUT019,568.0354408985255
FDD14,OUT027,5109.4932210127035
FDC09,OUT046,1566.2394413807588
FDH45,OUT027,947.7160172960024
FDV32,OUT046,1099.9505612126925
FDG12,OUT035,1976.4923090369632
FDS32,OUT013,2044.2142808316798
NCL55,OUT018,3767.7699931201805
DRE01,OUT035,3880.345344539929
DRE15,OUT049,1341.4716957019202
NCL42,OUT045,3893.1230191662676
FDP31,OUT013,1099.2666377218345
FDN33,OUT018,1542.2761308181643
FDZ59,OUT046,2563.4552795467766
FDE45,OUT010,426.70059446196376
FDJ07,OUT013,1952.1217374824128
FDQ45,OUT018,3052.7200424518883
FDM33,OUT027,5884.094373375295
FDO15,OUT010,150.43172184654196
FDM46,OUT013,1522.4101150532233
FDR03,OUT045,3411.409229823717
FDY49,OUT018,2670.1505408946878
FDQ60,OUT045,1966.4109590250657
FDW10,OUT049,2849.9019953093402
FDO51,OUT049,695.6408952213123
FDJ40,OUT018,1574.5423378377309
FDS20,OUT018,3050.0030927516236
FDU45,OUT013,1762.1856844310341
FDV02,OUT035,2746.353305125647
FDN09,OUT046,3887.9572763248207
NCM55,OUT027,5115.951979252817
FDN23,OUT018,2463.2364621350844
FDY31,OUT010,362.9537321506749
FDW03,OUT010,239.80362374597271
FDD14,OUT046,3054.7984994049875
FDV23,OUT017,2028.4141876600759
DRI03,OUT045,2849.9019953093402
FDN13,OUT035,1538.1314264231444
FDF45,OUT027,1233.1479385540035
FDU46,OUT035,1470.9257126939667
FDB57,OUT049,3752.6908116808963
FDV12,OUT049,1538.1314264231444
FDQ58,OUT013,2473.213361054327
NCA18,OUT017,1924.6240217963277
FDH52,OUT049,1027.5869490974503
FDM24,OUT018,2466.2463144794397
NCP43,OUT027,4773.686535445199
NCO18,OUT019,424.64407139117327
FDM32,OUT017,1505.7856061960383
NCL07,OUT017,665.2897720611961
FDK03,OUT013,3983.558983218178
FDP59,OUT017,1563.9423957360052
FDQ24,OUT049,3985.900871554837
FDQ16,OUT018,1582.5754839265126
FDU44,OUT013,2553.4142217631415
FDH28,OUT010,129.9191954441515
FDV28,OUT019,129.9191954441515
FDM22,OUT045,914.8666499985775
FDR56,OUT046,3054.7984994049875
FDV39,OUT049,3054.7984994049875
FDU37,OUT019,172.89358013428625
FDQ11,OUT010,568.0354408985255
FDX02,OUT045,3774.199401588231
NCS42,OUT018,1542.2761308181643
FDY57,OUT027,2818.244688870067
FDB21,OUT049,3869.8666359353256
FDE28,OUT017,3822.1779666488064
FDQ55,OUT017,1912.6320937821265
FDA48,OUT049,3744.66131093558
FDZ19,OUT045,2849.9019953093402
NCC43,OUT045,3979.272822124567
NCV18,OUT046,1410.9230955751727
NCA42,OUT018,2553.1985638230717
FDY45,OUT046,4022.7780461686903
NCC30,OUT045,2949.27144319934
FDM57,OUT013,1459.1981421924306
FDL09,OUT010,387.15796702433414
FDB09,OUT027,3012.741310801434
FDT44,OUT035,1966.4109590250657
NCT06,OUT027,4299.826757841101
FDX26,OUT049,3054.7984994049875
FDK32,OUT013,2488.090689595241
DRA12,OUT046,2070.9678466624387
FDO46,OUT010,490.3602523042238
FDE52,OUT013,1470.7777549237126
NCH42,OUT045,3830.306433193687
FDV08,OUT035,666.0904997745176
FDB47,OUT018,3454.0612344304272
FDC28,OUT010,255.51464172651515
FDD22,OUT046,1912.6320937821265
FDS07,OUT027,2926.1367332852724
DRI13,OUT045,3700.1153115212364
FDG32,OUT018,3526.41976827631
FDU14,OUT017,3996.6501453065343
FDD28,OUT019,129.9191954441515
NCP41,OUT017,1582.5754839265126
FDS08,OUT049,2849.9019953093402
FDX47,OUT045,2535.359334929625
FDC53,OUT019,244.85976669532508
FDQ19,OUT035,3899.4481897459323
FDL14,OUT045,2490.3384646000004
FDM33,OUT019,570.4856558447168
FDA51,OUT045,1912.6320937821265
FDZ27,OUT018,771.0293535650763
FDT04,OUT046,666.0904997745176
DRC13,OUT049,2028.4141876600759
FDR16,OUT027,5884.094373375295
FDQ03,OUT027,5884.094373375295
FDE38,OUT035,2692.843122364677
DRH23,OUT027,1175.1738373201351
FDT11,OUT019,489.5746987912015
FDD09,OUT035,2963.3335290731084
FDR40,OUT045,1406.3536353831307
FDX07,OUT017,3054.7984994049875
FDR07,OUT035,1535.7679338032633
FDA51,OUT017,1920.1623708989025
FDT59,OUT019,569.6629381709001
FDF20,OUT017,3054.7984994049875
FDR13,OUT045,1924.6240217963277
FDY26,OUT049,3663.179929670202
FDW04,OUT017,2038.9834022562209
FDK52,OUT017,3796.4086125215795
FDN60,OUT049,2530.2301040042016
FDM09,OUT019,408.2965004002728
FDP46,OUT049,1482.3532880670944
FDB50,OUT019,172.89358013428625
NCQ29,OUT049,4040.718799416894
FDP16,OUT027,5884.094373375295
FDX33,OUT018,2552.6074232682204
FDP07,OUT010,505.0652844117904
FDN22,OUT046,3970.2957524603594
FDF39,OUT049,4066.4350545060406
FDS21,OUT017,1006.9862475931219
NCM42,OUT013,1568.5402449372964
FDK50,OUT019,383.5003951865508
DRF13,OUT027,4043.111757778856
FDH35,OUT018,2556.791186340155
FDP60,OUT018,1545.0336897375037
DRJ49,OUT027,3024.4011640583394
NCT42,OUT019,362.1681786376528
FDE38,OUT049,2690.4636460924276
FDI04,OUT049,3067.61766720063
NCH54,OUT045,2537.2221339426537
FDT56,OUT049,949.1401031019685
DRD15,OUT018,3608.1013210213478
FDV58,OUT013,3054.7984994049875
FDP21,OUT049,3054.7984994049875
FDH05,OUT013,3806.7835530844723
FDR10,OUT027,4283.420554585684
NCP06,OUT045,2465.099261148113
FDF33,OUT049,1566.2394413807588
DRK37,OUT013,3054.7984994049875
DRH49,OUT045,1406.0418885480342
FDT58,OUT013,2682.439867967051
FDD41,OUT018,1567.5694352989326
FDP40,OUT018,1672.5528655616476
FDM51,OUT027,2853.865588714969
FDO45,OUT010,203.24578190937254
FDW33,OUT010,239.57714178548048
FDY24,OUT045,918.2945196893149
FDB10,OUT010,566.5358513342171
FDM40,OUT035,2046.649654182436
NCI06,OUT017,3015.503190855032
FDW12,OUT019,341.25000527606164
FDX48,OUT027,4120.697669149253
NCW05,OUT027,2874.4481463914067
FDX27,OUT017,1533.5454624922359
DRM37,OUT045,3070.099325763297
FDA38,OUT045,3899.4481897459323
FDR36,OUT046,666.0904997745176
FDZ45,OUT046,3107.2495262692682
FDG05,OUT017,2551.1918973765114
FDK28,OUT013,4055.0289984735955
FDV47,OUT045,1451.2396731730246
FDN21,OUT045,2553.4142217631415
FDP20,OUT027,3012.741310801434
FDI35,OUT045,3042.656265673558
DRY23,OUT013,666.0904997745176
FDA56,OUT017,2020.6241551080352
FDB09,OUT013,2023.4220554738456
NCO26,OUT027,2939.7620636974602
FDQ49,OUT018,2505.9834593962414
FDI52,OUT027,3008.742423940199
FDZ44,OUT027,2939.7620636974602
FDZ09,OUT018,2561.3768225936783
FDY03,OUT049,1905.4863799821321
NCG42,OUT017,2038.9834022562209
DRI13,OUT027,5884.094373375295
FDQ32,OUT013,2028.4141876600759
FDW16,OUT035,1496.0123033918096
FDU27,OUT046,769.6044141293908
FDR28,OUT010,383.9449474446558
FDQ49,OUT010,381.1780334287654
FDS37,OUT046,1929.7785230848085
FDW26,OUT018,3521.962041068647
FDX12,OUT018,3671.3902509973354
NCP06,OUT013,2470.324582549607
FDW45,OUT010,362.25339304298427
NCN30,OUT049,1533.5454624922359
FDN24,OUT049,883.8266014279396
NCL41,OUT027,938.7240154900938
FDR02,OUT019,257.66459689771744
FDD09,OUT010,449.8159773849994
FDS33,OUT010,203.58828766432387
FDU22,OUT045,2009.4305753614235
FDI53,OUT013,2556.8296833913137
DRH01,OUT049,2849.9019953093402
FDX32,OUT013,2073.497142284842
NCP30,OUT018,667.5154392102033
FDB60,OUT045,3054.7984994049875
FDB14,OUT049,1523.96525527089
NCP02,OUT035,922.1087194350765
FDJ10,OUT017,2044.2142808316798
FDG34,OUT046,1672.5528655616476
NCB18,OUT017,1477.1025372611145
FDM16,OUT049,1158.8676302504466
FDW25,OUT018,1493.4732723236023
FDB35,OUT010,224.84686738607775
DRN11,OUT013,2093.7642720878216
FDF41,OUT019,566.8951891869904
FDH16,OUT045,1477.1025372611145
NCQ50,OUT018,3447.622867858619
DRH23,OUT018,958.618065424237
DRJ37,OUT013,2475.1669199101307
DRJ24,OUT027,5109.4932210127035
FDY16,OUT035,3054.7984994049875
FDQ27,OUT045,1566.2394413807588
FDZ33,OUT045,2463.2364621350844
FDF29,OUT045,2038.9834022562209
FDA08,OUT049,2556.8296833913137
FDG31,OUT046,1092.2931562232066
FDE34,OUT019,461.85146231445526
NCR30,OUT027,1393.5441817609121
FDV33,OUT035,4073.0479200194486
DRZ24,OUT018,2014.8427187643722
NCL54,OUT035,2851.764794322369
FDR12,OUT049,2849.9019953093402
NCC54,OUT046,3868.108417639105
DRN59,OUT013,764.4092447250127
FDX50,OUT019,258.8409574363899
FDV31,OUT027,4702.275393741234
NCA29,OUT027,4369.928554532081
FDW60,OUT049,2864.702681629289
FDX08,OUT017,3054.7984994049875
DRD49,OUT013,3847.8018339332093
FDD33,OUT046,3813.3115612092124
FDW35,OUT013,666.0904997745176
FDJ36,OUT017,1566.2394413807588
FDV51,OUT035,2622.0353803135904
FDW36,OUT046,1566.2394413807588
FDH35,OUT046,2563.4552795467766
NCS30,OUT027,3024.4011640583394
FDN49,OUT017,666.0904997745176
FDL08,OUT018,3674.268494929156
FDI09,OUT013,3859.467198754669
FDP19,OUT018,2038.9834022562209
FDU21,OUT010,129.9191954441515
NCP41,OUT045,1568.5402449372964
FDY10,OUT013,1795.9900071785707
FDP12,OUT018,658.5234374042947
NCN26,OUT049,1927.5041799358205
FDK44,OUT013,2849.9019953093402
FDC28,OUT049,1582.5754839265126
FDJ41,OUT027,5884.094373375295
NCT29,OUT035,2023.4220554738456
NCH42,OUT019,568.0354408985255
FDU60,OUT018,2680.3614110139524
FDS02,OUT045,3054.7984994049875
FDC51,OUT046,2020.6241551080352
FDU03,OUT013,3054.7984994049875
FDX39,OUT045,3677.272508388283
NCY05,OUT010,129.9191954441515
NCL06,OUT027,5884.094373375295
FDD32,OUT035,1340.6625337532419
NCN41,OUT045,2020.6241551080352
NCX53,OUT049,2046.649654182436
FDU57,OUT019,362.1681786376528
FDQ23,OUT046,1566.2394413807588
FDQ52,OUT045,3980.0429413379384
FDC14,OUT045,666.0904997745176
FDY09,OUT035,2864.702681629289
FDQ28,OUT045,2503.996327456867
FDV25,OUT046,3760.1391417686064
FDJ07,OUT035,1932.287692213624
DRB25,OUT049,1566.2394413807588
FDK52,OUT019,570.4856558447168
FDY52,OUT027,1338.8462986755264
FDB28,OUT046,3054.7984994049875
FDT36,OUT035,657.0984979686089
FDV25,OUT017,3769.0055472082004
NCN07,OUT027,3025.106329033474
FDC57,OUT017,3054.7984994049875
FDQ03,OUT018,3640.3627145148175
FDU23,OUT017,2682.439867967051
NCX41,OUT035,3670.8341418164728
NCD06,OUT035,768.1210489384807
FDW08,OUT045,1568.5402449372964
NCU29,OUT017,2465.099261148113
NCE06,OUT013,2556.5486792343477
FDV52,OUT010,269.8649098294945
FDB02,OUT017,2864.702681629289
NCR18,OUT045,666.0904997745176
FDK16,OUT049,1531.8079156262372
NCQ29,OUT010,568.3960743504987
FDZ01,OUT019,246.0351734422107
FDW27,OUT035,2530.2301040042016
FDD17,OUT018,3656.9807490211697
FDW39,OUT013,2864.702681629289
DRH59,OUT045,1119.7165720415405
FDS52,OUT013,1561.7695717977465
FDU40,OUT027,5797.571768622924
NCF54,OUT013,2851.764794322369
FDH46,OUT045,1566.2394413807588
NCP14,OUT049,1566.2394413807588
FDH50,OUT049,3054.7984994049875
DRF15,OUT010,367.8945921690291
FDV27,OUT027,2554.8382537776906
NCJ06,OUT049,2014.8427187643722
FDN02,OUT018,3267.514369346336
FDQ51,OUT049,765.8341841606984
FDQ07,OUT017,3757.713836163256
FDS45,OUT049,1566.2394413807588
NCJ06,OUT045,2020.6241551080352
FDD36,OUT035,1937.51974698234
FDY25,OUT045,3054.7984994049875
FDU52,OUT046,2490.3384646000004
DRK47,OUT017,3810.3899056427167
NCL30,OUT017,2031.0176681162868
FDN22,OUT035,3979.162157899954
